,AVG_KD,SIG_STR_PCT,TD_PCT,HEAD_PCT,LEG_PCT,clusters,cluster
0,0.0,0.4575,0.345,0.375609756,0.875,0,pink
1,0.25,0.4825,0.4,0.335365854,0.962962963,0,pink
2,0.0,0.0,0.0,0.0,0.0,2,dark purple
3,0.0625,0.5571875,0.175625,0.454019968,0.625,0,pink
4,0.0,0.494375,0.3425,0.366504854,0.86013986,0,pink
5,0.0859375,0.431982422,0.195527344,0.35882993,0.923054588,0,pink
6,0.078125,0.821083984,0.331298828,0.545860644,0.867814698,0,pink
7,0.53125,0.568125,0.353125,0.486999297,0.934210526,1,purple
8,0.032470703,0.419951172,0.119794922,0.357820643,0.899131626,0,pink
9,0.0,0.0,0.0,0.0,0.0,2,dark purple
10,0.01171875,0.477319336,0.318984375,0.432603913,0.821079193,0,pink
11,0.0078125,0.556679688,0.2090625,0.425714286,0.824561404,0,pink
12,0.5625,0.43125,0.2659375,0.32599278,0.784119107,1,purple
13,0.15625,0.4684375,0.3303125,0.39730821,0.881081081,0,pink
14,0.0,0.0,0.0,0.0,0.0,2,dark purple
15,0.0,0.390078125,0.20203125,0.309991768,0.748013621,0,pink
16,0.0,0.43390625,0.14671875,0.313383371,0.912492804,0,pink
17,0.0,0.4,0.4575,0.371335505,0.863636364,0,pink
18,0.017578125,0.501455688,0.054346924,0.380935715,0.736212258,0,pink
19,0.525390625,0.474628906,0.004785156,0.320744922,0.853194584,1,purple
20,0.390625,0.54390625,0.02765625,0.396688513,0.937254902,1,purple
21,0.125,0.5125,0.36125,0.432220039,0.852459016,0,pink
22,0.25,0.4565625,0.191875,0.447236181,0.591836735,0,pink
23,0.194335938,0.445190125,0.186374817,0.351155359,0.755299444,0,pink
24,1.0,0.61,0.25,0.521276596,0.882352941,1,purple
25,0.3125,0.44375,0.0625,0.283125708,0.853982301,1,purple
26,0.0625,0.3796875,0.3765625,0.278296146,0.803382664,0,pink
27,0.282226563,0.409804688,0.259804688,0.275904688,0.741400342,0,pink
28,0.609375,0.445625,0.0353125,0.378701595,0.840206186,1,purple
29,0.0,0.495,0.405,0.371212121,0.8,0,pink
30,1.0,0.45,0.0,0.461538462,1.0,1,purple
31,0.0,0.455,0.06,0.421348315,0.857142857,0,pink
32,0.293525696,0.509848461,0.626168089,0.546017739,0.715104202,0,pink
33,0.0,0.49,0.165,0.374501992,0.87804878,0,pink
34,0.25,0.555,0.25,0.5,1.0,0,pink
